Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
BUICK,MODEL-100,SUV - SMALL,3.0,4,AS5,D,10.8,6.4,8.8,27,236
HYUNDAI,MODEL-813,SUV - SMALL,2.0,6,AV10,X,11.7,7.2,9.7,24,226
FIAT,MODEL-490,SUV - STANDARD,2.5,6,AS9,Z,13.7,12.0,12.9,18,304
DODGE,MODEL-995,FULL-SIZE,2.5,4,A10,X,12.2,9.9,11.2,21,246
NISSAN,MODEL-308,SUV - STANDARD,3.5,8,AS10,Z,14.5,10.0,12.5,19,282
INFINITI,MODEL-779,VAN - PASSENGER,2.5,4,A4,E,15.0,11.2,13.3,18,200
VOLKSWAGEN,MODEL-866,SPECIAL PURPOSE VEHICLE,2.5,6,AS6,X,13.4,9.3,11.6,20,257
FIAT,MODEL-372,VAN - CARGO,3.0,6,AV7,X,14.1,11.0,12.7,19,291
FORD,MODEL-482,COMPACT,2.0,4,AV8,D,10.0,5.9,8.2,29,221
ALFA ROMEO,MODEL-663,MID-SIZE,3.0,8,AS10,X,15.1,10.8,13.2,18,300
VOLKSWAGEN,MODEL-367,COMPACT,2.0,4,AS9,X,9.7,5.2,7.7,31,183
SMART,MODEL-819,VAN - PASSENGER,3.0,6,A4,X,14.1,11.3,12.8,18,309
GMC,MODEL-785,SUV - SMALL,3.0,4,A4,D,11.4,8.1,9.9,24,254
JEEP,MODEL-217,PICKUP TRUCK - SMALL,2.5,4,A5,X,11.9,9.4,10.8,22,247
ROLLS-ROYCE,MODEL-260,MID-SIZE,1.5,3,A8,Z,9.6,5.0,7.5,31,169
BENTLEY,MODEL-511,PICKUP TRUCK - SMALL,3.0,4,AV10,D,12.4,10.8,11.7,20,320
CADILLAC,MODEL-798,MINICOMPACT,1.0,3,A8,X,8.2,6.5,7.4,32,173
MASERATI,MODEL-809,STATION WAGON - SMALL,2.0,4,AV8,X,10.4,5.4,8.2,29,188
JAGUAR,MODEL-914,VAN - CARGO,3.0,6,M7,X,14.7,10.4,12.8,18,290
MAZDA,MODEL-304,VAN - PASSENGER,4.0,4,A8,D,13.5,9.3,11.6,20,301
CHEVROLET,MODEL-643,STATION WAGON - MID-SIZE,1.5,4,A8,Z,11.4,7.6,9.7,24,215
SUBARU,MODEL-106,SPECIAL PURPOSE VEHICLE,1.5,3,AS7,X,10.6,5.7,8.4,28,188
GMC,MODEL-794,TWO-SEATER,2.5,4,A8,D,10.4,6.9,8.8,27,233
BMW,MODEL-944,PICKUP TRUCK - STANDARD,2.5,4,AM6,Z,11.8,7.6,9.9,24,221
LAND ROVER,MODEL-606,FULL-SIZE,2.0,4,AS10,Z,11.8,7.3,9.8,24,224
CHEVROLET,MODEL-619,STATION WAGON - MID-SIZE,3.0,6,AS10,X,14.5,12.3,13.5,17,303
MINI,MODEL-803,SPECIAL PURPOSE VEHICLE,2.0,4,A4,X,11.4,8.3,10.0,24,227
PORSCHE,MODEL-986,SUV - SMALL,2.5,6,A8,D,11.0,7.0,9.2,26,241
NISSAN,MODEL-362,SUV - SMALL,3.0,6,A7,X,12.9,9.9,11.6,20,259
SUBARU,MODEL-385,MINICOMPACT,1.0,3,AM7,X,8.2,6.6,7.5,31,175
LAND ROVER,MODEL-323,MINICOMPACT,2.0,6,AM6,X,11.9,8.8,10.5,22,234
MAZDA,MODEL-956,FULL-SIZE,3.0,4,A8,Z,13.0,10.8,12.0,20,271
GENESIS,MODEL-347,MINICOMPACT,2.5,4,M6,X,11.8,8.9,10.5,22,240
JEEP,MODEL-101,SPECIAL PURPOSE VEHICLE,1.0,4,AV7,X,9.6,5.7,7.8,30,191
CHRYSLER,MODEL-249,MINICOMPACT,2.0,6,M5,X,11.7,7.3,9.7,24,229
ASTON MARTIN,MODEL-318,SUV - STANDARD,2.0,4,AS5,X,11.4,9.8,10.7,22,247
TOYOTA,MODEL-352,TWO-SEATER,1.5,3,AM7,X,11.3,6.7,9.2,26,207
AUDI,MODEL-496,VAN - PASSENGER,2.5,4,AV8,X,12.7,9.5,11.3,21,255
LINCOLN,MODEL-137,STATION WAGON - SMALL,2.5,4,AM7,Z,12.1,9.5,10.9,22,252
CHEVROLET,MODEL-659,VAN - PASSENGER,2.5,4,AV10,Z,12.8,10.7,11.9,20,274
PORSCHE,MODEL-481,SUBCOMPACT,1.5,3,A10,X,9.9,6.9,8.6,27,196
JEEP,MODEL-701,SUV - SMALL,2.5,6,AV8,X,13.0,11.2,12.2,19,276
BENTLEY,MODEL-651,VAN - CARGO,3.0,4,AV8,X,14.1,9.8,12.2,19,274
FIAT,MODEL-211,MID-SIZE,2.0,4,AS5,X,11.4,7.0,9.4,25,227
JEEP,MODEL-446,SUBCOMPACT,2.5,6,AM7,X,11.0,7.5,9.4,25,220
LEXUS,MODEL-382,SPECIAL PURPOSE VEHICLE,1.5,4,A5,X,11.0,7.3,9.3,25,213
RAM,MODEL-820,VAN - CARGO,3.5,6,AS6,X,16.7,14.4,15.7,15,353
JAGUAR,MODEL-128,PICKUP TRUCK - STANDARD,4.0,6,AV7,Z,16.5,14.2,15.5,15,360
GENESIS,MODEL-594,MID-SIZE,1.0,3,AV7,Z,9.4,6.0,7.9,30,187
HYUNDAI,MODEL-800,VAN - CARGO,2.5,4,AS7,X,12.7,10.6,11.8,20,262
INFINITI,MODEL-364,SUBCOMPACT,2.0,4,AV7,X,10.5,8.4,9.6,25,220
SMART,MODEL-457,SUV - SMALL,2.5,4,AM7,X,12.6,8.5,10.8,22,247
CADILLAC,MODEL-261,FULL-SIZE,2.5,4,AV7,D,11.8,10.0,11.0,21,296
MITSUBISHI,MODEL-162,SUV - STANDARD,1.0,4,AS10,Z,10.7,8.7,9.8,24,236
MITSUBISHI,MODEL-179,COMPACT,2.0,6,AS8,Z,11.0,8.8,10.0,24,226
MASERATI,MODEL-154,PICKUP TRUCK - STANDARD,2.0,6,M5,X,13.2,10.7,12.1,19,284
PORSCHE,MODEL-372,SUBCOMPACT,2.0,6,A9,Z,10.9,6.7,9.0,26,216
BENTLEY,MODEL-978,FULL-SIZE,3.5,6,AS9,N,14.3,9.5,12.1,19,229
AUDI,MODEL-866,SUV - STANDARD,4.0,6,AV7,Z,15.7,11.2,13.7,17,312
FORD,MODEL-150,TWO-SEATER,2.5,6,AV10,X,12.9,8.3,10.8,22,256
INFINITI,MODEL-609,VAN - PASSENGER,1.0,3,AS8,E,11.9,7.4,9.9,24,148
DODGE,MODEL-228,COMPACT,3.5,8,A7,Z,14.8,12.9,13.9,17,315
NISSAN,MODEL-682,SUV - STANDARD,3.5,4,AS8,X,13.8,11.8,12.9,18,296
BMW,MODEL-704,SPECIAL PURPOSE VEHICLE,2.0,4,M6,D,10.4,8.9,9.7,24,257
JAGUAR,MODEL-991,SUBCOMPACT,1.0,3,AS6,X,10.4,8.2,9.4,25,227
MAZDA,MODEL-297,MID-SIZE,1.5,3,A6,D,8.3,6.9,7.7,31,210
JEEP,MODEL-634,PICKUP TRUCK - SMALL,1.5,4,AS6,D,9.2,5.9,7.7,31,208
ASTON MARTIN,MODEL-182,SPECIAL PURPOSE VEHICLE,3.0,8,AV7,X,14.5,10.5,12.7,19,295
HONDA,MODEL-717,PICKUP TRUCK - STANDARD,2.5,4,A7,N,13.4,10.7,12.2,19,228
ACURA,MODEL-843,TWO-SEATER,2.0,4,AV8,D,10.7,7.9,9.4,25,245
MINI,MODEL-880,SUV - SMALL,1.5,3,AS6,X,9.5,7.4,8.6,27,207
VOLKSWAGEN,MODEL-719,PICKUP TRUCK - SMALL,2.5,4,A10,X,11.4,6.8,9.3,25,218
NISSAN,MODEL-390,SUV - STANDARD,2.0,4,M5,Z,12.2,9.5,11.0,21,247
INFINITI,MODEL-799,STATION WAGON - MID-SIZE,2.0,4,AV8,X,11.5,8.0,9.9,24,227
JEEP,MODEL-830,PICKUP TRUCK - STANDARD,2.5,4,A6,D,11.1,7.1,9.3,25,248
KIA,MODEL-473,PICKUP TRUCK - SMALL,2.5,4,AV10,Z,12.5,9.0,10.9,22,257
CHEVROLET,MODEL-119,PICKUP TRUCK - STANDARD,4.0,6,AS7,X,13.6,10.5,12.2,19,282
GMC,MODEL-115,COMPACT,2.0,6,AV,X,13.5,10.8,12.3,19,277
GMC,MODEL-774,SPECIAL PURPOSE VEHICLE,2.5,4,AV8,X,12.5,8.4,10.7,22,242
GMC,MODEL-191,PICKUP TRUCK - SMALL,2.5,4,AS5,D,10.4,8.7,9.6,25,253
CADILLAC,MODEL-363,STATION WAGON - MID-SIZE,2.5,4,M7,Z,11.9,7.5,9.9,24,226
MASERATI,MODEL-984,FULL-SIZE,2.0,6,A5,Z,12.7,11.1,12.0,20,264
GENESIS,MODEL-138,STATION WAGON - MID-SIZE,2.5,4,AS7,X,10.5,5.5,8.2,29,182
MASERATI,MODEL-137,STATION WAGON - SMALL,1.0,3,A8,Z,9.5,5.5,7.7,31,176
ACURA,MODEL-247,COMPACT,1.5,4,A10,E,13.4,10.0,11.9,20,189
BUICK,MODEL-861,FULL-SIZE,2.5,4,AS8,X,12.1,10.2,11.2,21,259
ACURA,MODEL-608,VAN - PASSENGER,3.5,8,A8,Z,16.1,12.2,14.3,16,331
FORD,MODEL-716,PICKUP TRUCK - SMALL,1.5,3,A4,X,10.3,7.5,9.0,26,196
CHEVROLET,MODEL-715,FULL-SIZE,3.5,6,A8,E,18.5,12.5,15.8,15,232
LINCOLN,MODEL-847,PICKUP TRUCK - STANDARD,2.0,4,A5,Z,11.8,7.7,10.0,24,225
LAND ROVER,MODEL-105,STATION WAGON - SMALL,3.0,6,A6,X,13.7,9.4,11.8,20,270
CHEVROLET,MODEL-529,FULL-SIZE,2.0,4,AV7,E,14.6,8.9,12.0,20,188
HONDA,MODEL-879,MID-SIZE,3.0,8,M6,X,13.3,11.6,12.5,19,285
LEXUS,MODEL-606,PICKUP TRUCK - STANDARD,3.0,4,AS9,X,13.6,9.7,11.8,20,278
MAZDA,MODEL-822,SUV - SMALL,3.0,8,AS7,Z,13.7,9.6,11.9,20,265
RAM,MODEL-713,SUV - STANDARD,3.0,4,A7,X,14.8,12.1,13.6,17,313
ASTON MARTIN,MODEL-161,COMPACT,2.5,4,AS10,X,11.6,7.6,9.8,24,220
BMW,MODEL-970,SUV - SMALL,3.0,6,A4,Z,12.8,10.4,11.7,20,273
ASTON MARTIN,MODEL-461,FULL-SIZE,2.5,6,AV8,Z,12.2,8.1,10.4,23,239
RAM,MODEL-890,STATION WAGON - SMALL,2.0,4,A5,D,9.6,5.8,7.9,30,209
BMW,MODEL-650,SUV - STANDARD,4.0,8,AS6,Z,15.1,11.5,13.5,17,317
LAMBORGHINI,MODEL-191,STATION WAGON - SMALL,2.5,6,M7,X,12.6,8.6,10.8,22,236
MAZDA,MODEL-928,SUV - SMALL,3.0,6,AS9,X,14.7,12.6,13.8,17,313
ALFA ROMEO,MODEL-807,STATION WAGON - SMALL,2.5,4,M5,E,13.8,10.8,12.5,19,195
LINCOLN,MODEL-402,MID-SIZE,2.5,6,AS6,X,12.8,8.8,11.0,21,240
LEXUS,MODEL-200,SUBCOMPACT,2.0,4,M5,X,10.5,8.8,9.7,24,218
NISSAN,MODEL-817,STATION WAGON - MID-SIZE,2.5,4,A6,D,11.1,8.5,9.9,24,266
LAMBORGHINI,MODEL-369,MINICOMPACT,1.0,3,AS6,X,9.6,4.6,7.4,32,163
LINCOLN,MODEL-633,MINICOMPACT,1.0,4,AV8,Z,9.5,7.1,8.4,28,188
LAMBORGHINI,MODEL-941,VAN - PASSENGER,2.5,4,A5,X,13.1,8.5,11.0,21,252
PORSCHE,MODEL-502,SUV - STANDARD,2.5,6,A8,Z,13.6,9.2,11.6,20,261
MAZDA,MODEL-471,TWO-SEATER,3.0,4,M6,X,13.2,11.4,12.4,19,285
SUBARU,MODEL-812,PICKUP TRUCK - SMALL,2.0,4,A8,X,11.3,9.0,10.3,23,242
HONDA,MODEL-858,VAN - CARGO,2.0,4,AV,X,13.3,10.6,12.1,19,268
MITSUBISHI,MODEL-834,PICKUP TRUCK - SMALL,3.0,8,A7,X,14.7,12.0,13.5,17,315
GENESIS,MODEL-968,MINICOMPACT,1.0,3,AM6,X,9.1,5.3,7.4,32,162
ALFA ROMEO,MODEL-802,SUV - SMALL,2.0,4,AS8,D,9.6,6.8,8.3,28,224
DODGE,MODEL-959,VAN - PASSENGER,2.5,4,A8,E,16.1,12.5,14.5,16,218
LINCOLN,MODEL-996,COMPACT,2.0,4,M6,E,14.1,8.0,11.4,21,170
LAND ROVER,MODEL-370,TWO-SEATER,1.5,3,A10,X,10.9,7.4,9.3,25,212
BMW,MODEL-946,SUBCOMPACT,2.0,4,AS6,X,11.7,7.3,9.7,24,230
LAMBORGHINI,MODEL-314,COMPACT,3.0,6,AS6,Z,13.0,9.3,11.3,21,273
LEXUS,MODEL-663,COMPACT,2.0,4,AV,D,9.6,7.1,8.5,28,218
MASERATI,MODEL-806,SUV - SMALL,2.5,4,M5,D,11.4,8.4,10.0,24,261
DODGE,MODEL-832,PICKUP TRUCK - SMALL,3.0,8,A8,X,16.3,14.5,15.5,15,353
LAND ROVER,MODEL-874,SUV - SMALL,2.5,6,AV8,Z,13.1,9.6,11.5,20,265
TOYOTA,MODEL-957,PICKUP TRUCK - STANDARD,4.5,8,A6,X,17.9,13.8,16.1,15,377
ACURA,MODEL-687,MINICOMPACT,2.5,4,A4,E,15.6,12.3,14.1,17,208
LEXUS,MODEL-613,MINICOMPACT,1.0,4,M6,X,9.6,7.5,8.7,27,193
LAMBORGHINI,MODEL-761,COMPACT,2.0,6,AS6,D,10.9,8.7,9.9,24,264
MERCEDES-BENZ,MODEL-244,SUV - STANDARD,1.5,4,A7,Z,11.3,6.9,9.3,25,213
JAGUAR,MODEL-354,VAN - PASSENGER,3.5,6,A5,D,13.5,9.2,11.6,20,316
RAM,MODEL-530,STATION WAGON - MID-SIZE,2.0,4,AS6,X,11.0,6.5,9.0,26,201
MAZDA,MODEL-389,SUV - SMALL,1.5,3,A8,X,11.1,8.0,9.7,24,227
FIAT,MODEL-895,PICKUP TRUCK - SMALL,3.0,4,AS9,X,13.1,11.2,12.2,19,277
AUDI,MODEL-563,MID-SIZE,3.0,8,AS8,X,14.4,10.9,12.8,18,288
ACURA,MODEL-989,FULL-SIZE,4.0,6,A6,X,14.5,11.1,13.0,18,302
FORD,MODEL-945,VAN - CARGO,2.0,4,A8,Z,10.6,8.9,9.8,24,225
PORSCHE,MODEL-177,VAN - CARGO,3.0,6,AS5,Z,14.1,12.1,13.2,18,302
SUBARU,MODEL-632,STATION WAGON - MID-SIZE,3.0,4,A7,X,13.7,12.1,13.0,18,308
JEEP,MODEL-926,SUV - SMALL,4.5,8,AS10,Z,19.0,14.7,17.1,14,391
DODGE,MODEL-645,PICKUP TRUCK - STANDARD,3.0,8,AS6,X,15.4,13.0,14.3,16,323
KIA,MODEL-401,STATION WAGON - MID-SIZE,1.0,3,AV,X,7.8,4.6,6.4,37,150
JAGUAR,MODEL-714,COMPACT,2.5,4,AS8,Z,12.5,11.0,11.8,20,256
GENESIS,MODEL-389,STATION WAGON - MID-SIZE,3.0,6,AV10,X,13.1,10.6,12.0,20,274
BUICK,MODEL-998,SUV - STANDARD,2.0,4,A7,D,11.6,8.6,10.2,23,266
MINI,MODEL-281,SUBCOMPACT,2.0,4,M6,X,8.7,4.0,6.6,36,151
VOLKSWAGEN,MODEL-708,MID-SIZE,2.0,4,AS8,X,10.8,8.1,9.6,25,225
MITSUBISHI,MODEL-382,MID-SIZE,3.0,8,AS6,E,17.9,13.0,15.7,15,237
TOYOTA,MODEL-679,VAN - PASSENGER,3.0,6,A5,D,11.3,9.0,10.3,23,271
BMW,MODEL-659,STATION WAGON - MID-SIZE,3.0,8,A6,X,14.2,9.4,12.0,20,271
BUICK,MODEL-469,STATION WAGON - SMALL,2.5,4,M7,X,12.7,8.9,11.0,21,259
GENESIS,MODEL-692,VAN - PASSENGER,1.5,4,AS10,D,8.4,4.2,6.5,36,178
JAGUAR,MODEL-170,MINICOMPACT,1.0,4,AS7,Z,8.3,4.1,6.4,37,149
FORD,MODEL-585,TWO-SEATER,1.5,3,AM6,X,10.7,7.8,9.4,25,217
ROLLS-ROYCE,MODEL-840,MID-SIZE,1.5,3,AS8,D,9.0,5.7,7.5,31,204
GMC,MODEL-260,FULL-SIZE,3.0,6,M5,N,14.0,12.0,13.1,18,255
LINCOLN,MODEL-983,STATION WAGON - SMALL,2.5,6,A9,X,12.5,8.8,10.8,22,251
LAMBORGHINI,MODEL-196,STATION WAGON - MID-SIZE,2.0,4,A4,X,11.0,8.7,10.0,24,243
SUBARU,MODEL-822,SUV - STANDARD,3.5,4,A8,X,13.5,11.1,12.4,19,286
LEXUS,MODEL-409,PICKUP TRUCK - SMALL,3.0,6,M5,Z,14.6,10.7,12.8,18,288
JEEP,MODEL-396,STATION WAGON - MID-SIZE,1.5,4,AS8,X,9.0,6.1,7.7,31,180
MINI,MODEL-740,SUV - STANDARD,2.5,4,A4,X,12.2,8.9,10.7,22,239
MINI,MODEL-988,STATION WAGON - SMALL,1.5,4,A8,X,10.2,5.3,8.0,29,174
AUDI,MODEL-628,SUBCOMPACT,1.5,3,AV8,X,9.3,5.5,7.6,31,178
ROLLS-ROYCE,MODEL-347,TWO-SEATER,3.0,6,A7,X,13.4,9.0,11.4,21,262
LINCOLN,MODEL-171,SUBCOMPACT,3.0,4,AS5,X,13.5,9.2,11.6,20,266
ASTON MARTIN,MODEL-691,STATION WAGON - MID-SIZE,2.5,4,AS6,X,11.9,8.0,10.1,23,239
JEEP,MODEL-713,SUV - SMALL,2.0,4,A8,D,10.1,6.7,8.6,27,228
HYUNDAI,MODEL-808,FULL-SIZE,2.5,4,A9,X,13.7,11.8,12.8,18,285
LINCOLN,MODEL-402,PICKUP TRUCK - SMALL,2.5,4,A9,N,11.8,8.6,10.4,23,188
ACURA,MODEL-293,SUV - STANDARD,3.0,8,AS6,Z,15.6,13.0,14.4,16,335
ACURA,MODEL-427,SUV - SMALL,3.0,6,AV7,X,14.2,10.6,12.6,19,286
VOLVO,MODEL-656,SPECIAL PURPOSE VEHICLE,3.5,6,M7,X,14.8,13.3,14.1,17,323
CADILLAC,MODEL-822,VAN - PASSENGER,2.0,4,A7,X,10.8,8.5,9.8,24,226
BENTLEY,MODEL-415,VAN - CARGO,1.5,4,AV10,X,10.0,8.4,9.3,25,207
BENTLEY,MODEL-666,MINICOMPACT,1.5,4,AV,X,9.8,6.7,8.4,28,186
MASERATI,MODEL-951,STATION WAGON - SMALL,2.5,6,A7,D,10.6,7.3,9.1,26,245
HONDA,MODEL-953,VAN - CARGO,3.0,8,AS10,Z,14.5,9.9,12.4,19,283
DODGE,MODEL-923,SUV - STANDARD,2.5,4,M5,N,11.0,9.3,10.2,23,192
CHRYSLER,MODEL-565,FULL-SIZE,3.0,6,A7,D,11.9,8.9,10.6,22,280
FIAT,MODEL-158,SUBCOMPACT,1.0,4,AV,X,9.7,6.8,8.4,28,192
GMC,MODEL-535,STATION WAGON - SMALL,2.5,4,A8,Z,12.4,7.4,10.2,23,229
ROLLS-ROYCE,MODEL-304,PICKUP TRUCK - STANDARD,4.0,6,AS9,Z,16.1,14.2,15.2,15,341
SUBARU,MODEL-918,SUV - SMALL,2.5,4,A8,Z,12.4,8.0,10.4,23,226
FORD,MODEL-308,SPECIAL PURPOSE VEHICLE,2.5,6,AV10,Z,13.2,8.4,11.0,21,252
KIA,MODEL-895,STATION WAGON - SMALL,1.5,4,AV,X,10.8,7.7,9.4,25,223
FORD,MODEL-730,SUV - STANDARD,2.0,6,AM6,X,12.5,9.5,11.2,21,265
GMC,MODEL-160,SUV - STANDARD,1.0,4,M6,D,8.4,5.1,6.9,34,171
LINCOLN,MODEL-471,MID-SIZE,2.5,4,M5,X,12.2,10.1,11.3,21,261
HYUNDAI,MODEL-577,STATION WAGON - SMALL,2.0,4,AS7,X,12.2,7.8,10.2,23,232
ASTON MARTIN,MODEL-184,MINICOMPACT,3.0,6,AS5,Z,13.0,9.9,11.6,20,260
VOLKSWAGEN,MODEL-269,PICKUP TRUCK - SMALL,3.0,4,AS5,X,13.4,8.8,11.3,21,245
KIA,MODEL-203,FULL-SIZE,1.5,3,M6,X,10.1,6.8,8.6,27,194
VOLKSWAGEN,MODEL-585,PICKUP TRUCK - STANDARD,4.0,6,AM7,X,16.1,13.1,14.8,16,345
BENTLEY,MODEL-956,COMPACT,3.0,6,AS9,X,12.6,8.0,10.5,22,240
NISSAN,MODEL-126,SPECIAL PURPOSE VEHICLE,3.5,4,AS7,Z,13.8,10.7,12.4,19,280
MASERATI,MODEL-599,VAN - CARGO,2.0,4,A7,Z,12.4,9.3,11.0,21,246
INFINITI,MODEL-528,VAN - CARGO,2.5,4,M5,X,12.1,7.7,10.1,23,234
LAMBORGHINI,MODEL-388,STATION WAGON - SMALL,1.5,4,AS7,X,8.5,4.3,6.6,36,148
ROLLS-ROYCE,MODEL-951,MID-SIZE,1.0,4,AS6,X,9.1,6.2,7.8,30,179
MASERATI,MODEL-563,VAN - CARGO,4.0,6,A6,X,16.4,11.9,14.4,16,322
DODGE,MODEL-318,STATION WAGON - SMALL,2.0,6,A9,N,11.2,8.4,9.9,24,194
RAM,MODEL-775,SPECIAL PURPOSE VEHICLE,3.0,6,A8,D,12.0,9.3,10.8,22,292
DODGE,MODEL-830,STATION WAGON - MID-SIZE,2.0,6,A4,X,11.7,7.3,9.7,24,223
INFINITI,MODEL-782,PICKUP TRUCK - STANDARD,2.5,4,M5,X,11.7,8.6,10.3,23,237
ROLLS-ROYCE,MODEL-512,VAN - PASSENGER,2.0,4,AV8,X,13.2,8.8,11.2,21,258
HYUNDAI,MODEL-937,PICKUP TRUCK - SMALL,2.5,6,A7,X,13.2,10.9,12.2,19,275
ALFA ROMEO,MODEL-128,STATION WAGON - MID-SIZE,2.0,4,A6,X,11.3,7.2,9.5,25,212
JAGUAR,MODEL-248,MINICOMPACT,1.5,3,M5,X,10.3,6.0,8.4,28,187
SUBARU,MODEL-300,SUBCOMPACT,2.0,4,AM6,X,10.1,7.2,8.8,27,201
AUDI,MODEL-160,VAN - CARGO,1.0,4,AS5,E,11.1,8.4,9.9,24,151
CHEVROLET,MODEL-811,PICKUP TRUCK - SMALL,3.0,6,M5,X,14.9,11.6,13.4,18,315
ACURA,MODEL-260,SUBCOMPACT,3.0,4,AS10,N,12.4,9.1,10.9,22,211
MERCEDES-BENZ,MODEL-380,SUV - STANDARD,4.0,6,A9,Z,16.5,14.0,15.4,15,350
JEEP,MODEL-177,PICKUP TRUCK - SMALL,2.0,4,M7,D,9.7,6.8,8.4,28,230
KIA,MODEL-214,SUV - STANDARD,3.5,4,AS8,Z,13.9,10.5,12.4,19,278
GENESIS,MODEL-668,MINICOMPACT,1.0,3,A4,X,9.6,6.7,8.3,28,182
LINCOLN,MODEL-968,FULL-SIZE,4.0,6,AM7,X,14.4,12.1,13.4,18,311
MINI,MODEL-876,SUV - STANDARD,2.0,6,A8,D,10.5,6.6,8.7,27,238
JAGUAR,MODEL-485,PICKUP TRUCK - SMALL,2.5,6,AS8,Z,13.3,11.1,12.3,19,282
ROLLS-ROYCE,MODEL-767,VAN - PASSENGER,3.0,6,AV,X,15.5,10.6,13.3,18,312
FIAT,MODEL-354,SUV - SMALL,2.0,4,A4,D,9.5,7.6,8.6,27,235
INFINITI,MODEL-475,PICKUP TRUCK - STANDARD,3.5,6,M7,E,17.4,15.2,16.4,14,254
DODGE,MODEL-725,SUV - SMALL,2.5,4,AV,D,10.1,8.6,9.4,25,245
ROLLS-ROYCE,MODEL-399,FULL-SIZE,2.5,4,AV10,D,10.1,7.5,8.9,26,243
JEEP,MODEL-676,MID-SIZE,2.0,4,AS10,X,12.0,10.0,11.1,21,251
JEEP,MODEL-436,SPECIAL PURPOSE VEHICLE,4.0,6,AV10,X,15.7,11.4,13.8,17,318
JAGUAR,MODEL-230,FULL-SIZE,2.5,6,A9,X,12.8,10.7,11.9,20,263
ACURA,MODEL-577,MINICOMPACT,1.0,4,A4,Z,9.2,7.7,8.5,28,190
CHEVROLET,MODEL-800,STATION WAGON - MID-SIZE,2.0,4,A8,N,11.0,7.7,9.5,25,189
FIAT,MODEL-988,SUV - SMALL,3.0,6,AV7,E,18.3,15.5,17.0,14,267
SUBARU,MODEL-184,STATION WAGON - MID-SIZE,1.5,4,AS10,E,11.5,5.9,9.0,26,126
CHEVROLET,MODEL-330,STATION WAGON - SMALL,1.0,4,AS6,X,7.9,6.2,7.1,33,162
BENTLEY,MODEL-641,COMPACT,3.0,8,M5,X,14.0,10.7,12.5,19,282
MAZDA,MODEL-750,VAN - PASSENGER,1.5,4,AV,D,10.0,6.6,8.5,28,226
BMW,MODEL-278,MINICOMPACT,1.0,4,M6,X,9.5,5.1,7.5,31,179
VOLKSWAGEN,MODEL-639,STATION WAGON - MID-SIZE,2.0,6,AS6,X,11.7,7.6,9.9,24,223
ACURA,MODEL-666,PICKUP TRUCK - STANDARD,3.0,6,M5,Z,14.9,11.4,13.3,18,295
AUDI,MODEL-250,VAN - PASSENGER,3.0,8,A8,D,13.9,10.7,12.5,19,331
JAGUAR,MODEL-805,STATION WAGON - MID-SIZE,2.0,4,AS9,Z,10.1,8.3,9.3,25,211
ALFA ROMEO,MODEL-891,SUBCOMPACT,2.0,6,M5,X,11.5,8.1,10.0,24,230
ROLLS-ROYCE,MODEL-952,PICKUP TRUCK - STANDARD,3.5,8,M5,D,13.2,8.9,11.3,21,300
ALFA ROMEO,MODEL-996,PICKUP TRUCK - SMALL,3.0,8,AS7,Z,13.2,9.5,11.5,20,261
GENESIS,MODEL-135,PICKUP TRUCK - STANDARD,3.5,6,AS5,X,13.9,11.3,12.7,19,275
ALFA ROMEO,MODEL-454,COMPACT,1.5,4,A9,Z,10.6,8.7,9.7,24,226
BENTLEY,MODEL-213,SUBCOMPACT,1.5,4,A8,X,10.9,7.2,9.2,26,209
ASTON MARTIN,MODEL-639,MINICOMPACT,2.0,4,A7,Z,10.8,7.1,9.1,26,208
VOLKSWAGEN,MODEL-351,MID-SIZE,2.5,4,AS6,Z,13.1,9.0,11.3,21,257
DODGE,MODEL-177,SPECIAL PURPOSE VEHICLE,2.0,6,AS7,X,12.7,9.5,11.3,21,253
JAGUAR,MODEL-527,FULL-SIZE,2.0,4,AS6,X,12.2,8.4,10.5,22,241
DODGE,MODEL-421,COMPACT,3.0,6,A4,D,12.2,8.5,10.5,22,283
FORD,MODEL-585,MINICOMPACT,1.0,3,AS8,X,8.2,5.1,6.8,35,152
CHEVROLET,MODEL-231,SUBCOMPACT,2.0,4,AS8,Z,10.3,5.6,8.2,29,194
MAZDA,MODEL-203,STATION WAGON - MID-SIZE,1.5,4,AS7,X,10.4,6.2,8.5,28,191
GENESIS,MODEL-577,MID-SIZE,3.0,6,A8,D,11.9,9.7,10.9,22,286
RAM,MODEL-528,PICKUP TRUCK - STANDARD,4.0,8,A7,X,15.9,11.7,14.0,17,319
ALFA ROMEO,MODEL-512,PICKUP TRUCK - SMALL,3.0,6,M7,X,13.9,9.5,11.9,20,276
MERCEDES-BENZ,MODEL-618,SUV - STANDARD,1.5,3,AV,X,11.3,9.1,10.3,23,234
ACURA,MODEL-881,COMPACT,1.0,3,AS7,X,9.6,7.8,8.8,27,202
LAMBORGHINI,MODEL-197,STATION WAGON - MID-SIZE,3.0,6,AM6,D,11.4,7.7,9.7,24,262
DODGE,MODEL-872,MINICOMPACT,2.0,4,AS8,D,8.3,4.8,6.7,35,178
